,brand,model,model_year,milage,fuel_type,engine,transmission,accident,clean_title,price
2943,Ford,Transit Connect XLT,2015,112000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,14500
2944,Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,16800
2945,Porsche,911 Turbo S,2021,1912,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,240000
2946,Hyundai,Sonata Sport 2.0T,2015,82900,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,13995
2947,Audi,TT 1.8T,2004,79500,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,12000
2948,Volvo,XC90 T6 Inscription,2019,60000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,37000
2949,RAM,1500 Big Horn,2021,41800,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,None,Yes,44900
2950,Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,None,Yes,49685
2951,Ford,Explorer XLT,2014,127558,Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,None,Yes,13715
2952,Ford,Mustang Mach-E Premium,2023,13232,Gasoline,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,None,Yes,45000
2953,Chevrolet,Camaro 1SS,2017,39000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,31500
2954,Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,54490
2955,Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,None,Yes,36800
2956,Tesla,Model Y Long Range,2023,7414,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,None,Yes,56515
2957,Lamborghini,Huracan LP580-2,2017,14586,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,None,Unknown,209991
2958,RAM,1500 Rebel,2021,32000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,None,Yes,50927
2959,Toyota,86 Base,2020,14700,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,27350
2960,BMW,X5 xDrive50i,2016,79995,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,23995
2961,GMC,Yukon Denali,2018,76000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,44500
2962,Honda,Accord EX-L,2014,62000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Reported,Yes,18987
2963,Maserati,Ghibli S Q4,2017,53500,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,28700
2964,Hyundai,Kona EV SEL,2022,9400,Gasoline,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,None,Yes,31999
2965,BMW,435 i,2014,86500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,20900
2966,Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,9900
2967,GMC,Sierra 1500 SLE,2014,100080,E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,None,Yes,22989
2968,Dodge,Challenger SRT Demon,2018,2620,Gasoline,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Unknown,Unknown,155700
2969,BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,None,Yes,74995
2970,Dodge,Durango R/T,2020,78000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,29500
2971,Ferrari,488 Spider Base,2019,9005,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,None,Unknown,319900
2972,Ford,Bronco Sport Big Bend,2022,16700,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,31000
2973,Honda,Civic LX,2015,51300,Gasoline,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,None,Yes,17500
2974,Ford,Shelby GT350 Base,2018,8237,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,62900
2975,Volkswagen,Jetta S,2010,99000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,6000
2976,Mazda,CX-5 Grand Touring,2021,62377,Gasoline,2.5L I4 16V,6-Speed Automatic,None,Yes,26288
2977,Jeep,Wrangler Rubicon,2009,130000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,15500
2978,Ford,F-250 XLT,2016,94300,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Reported,Yes,28999
2979,Tesla,Model Y Performance,2022,24115,Gasoline,455.0HP Electric Motor Electric Fuel System,A/T,None,Yes,46500
2980,BMW,528 i,2016,82000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,16995
2981,Kia,Rio S,2021,67686,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,15700
2982,Tesla,Model S 85,2014,96800,Gasoline,362.0HP Electric Motor Electric Fuel System,A/T,None,Yes,28450
2983,Jeep,Wrangler Sport,1997,131000,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Reported,Yes,5500
2984,Tesla,Model 3 Standard Range,2020,23097,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,None,Yes,29900
2985,Ferrari,GTC4Lusso T,2018,31000,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,197499
2986,BMW,X5 M50i,2021,28898,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,71000
2987,Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,35619
2988,Ford,F-250 XLT,2014,59459,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Reported,Yes,40999
2989,Jeep,Wrangler Sahara,2012,78000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Reported,Yes,22000
2990,RAM,1500 Laramie,2021,24213,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,46500
2991,RAM,1500 Laramie,2020,21165,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,None,Unknown,46105
2992,GMC,Yukon Denali,2016,107750,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,35500
2993,Ford,F-150 Lariat,2016,117000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,26500
2994,Chevrolet,Corvette Base,2006,39132,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,35000
2995,BMW,Z4 2.5i,2004,94500,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,None,Yes,9000
2996,Subaru,Crosstrek 2.0i Premium,2017,50011,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,21495
2997,Lexus,GX 470 Base,2004,215000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Reported,Yes,7350
2998,RAM,1500 Laramie,2022,16616,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,None,Unknown,45999
2999,Ford,F-150 XLT,2022,33818,Gasoline,5.0L V8 32V PDI DOHC,Automatic,None,Yes,46552
3000,Jeep,Wagoneer Series III,2022,9099,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,None,Yes,68362
3001,Volkswagen,GTI Base,2008,95798,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,9850
3002,Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,51700
3003,Mazda,Mazda6 iSport VE,2008,106000,Gasoline,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,None,Yes,4300
3004,Kia,Telluride EX X-Line,2023,10400,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,48000
3005,Chevrolet,Tahoe LT,2022,2894,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,63900
3006,Dodge,Durango GT,2022,15592,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,None,Yes,39985
3007,Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,None,Yes,57999
3008,BMW,320 i xDrive,2016,185000,Gasoline,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,7500
3009,Porsche,Macan GTS,2023,6483,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,None,Unknown,96900
3010,Honda,Pilot EX-L,2020,28886,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Unknown,Unknown,35645
3011,Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,2.0 Liter Turbo,Automatic,None,Unknown,49998
3012,Chevrolet,Camaro 2SS,2017,62000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,34500
3013,Jaguar,XF 35t Prestige,2017,101453,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,18500
3014,RAM,3500 Laramie,2013,106385,Diesel,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Reported,Yes,42900
3015,BMW,335 is,2012,86629,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,20995
3016,Audi,S6 4.0T Premium Plus,2018,61258,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,49999
3017,Chrysler,300 S,2014,121500,Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,None,Yes,15999
3018,GMC,Sierra 1500 AT4,2022,100,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,None,Yes,62499
3019,Chrysler,200 C,2015,170000,E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,9-Speed A/T,Reported,Yes,5995
3020,Ford,F-150 XLT SuperCab,2010,232000,Gasoline,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,3000
3021,MINI,Cooper S Base,2006,95000,Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,12500
3022,Toyota,Venza XLE,2013,103466,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,14200
3023,Toyota,Camry Hybrid Base,2011,133121,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Reported,Yes,7900
3024,Chevrolet,Tahoe LT,2012,162731,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,None,Yes,14500
3025,Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Unknown,Unknown,37500
3026,Ford,Shelby GT500 Base,2021,568,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,90788
3027,Lexus,RX 300 4WD,1999,249083,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,3500
3028,Porsche,Macan S,2015,80300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,23999
3029,Ford,F-150 XLT SuperCab,2004,187000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,6299
3030,Subaru,Outback 2.5 i Special Edition,2009,181870,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,6500
3031,GMC,Sierra 2500 AT4,2022,22600,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,Unknown,Unknown,76740
3032,BMW,X5 xDrive40i,2020,37000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,50000
3033,Porsche,Taycan Base,2022,9728,Gasoline,375.0HP Electric Motor Electric Fuel System,A/T,None,Yes,89000
3034,Lexus,GX 470 Base,2006,152000,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,13995
3035,Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,Gasoline,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Reported,Yes,30500
3036,Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,Gasoline,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,17599
3037,GMC,Acadia Denali,2021,47907,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,None,Yes,38436
3038,Mercedes-Benz,Metris Base,2016,17340,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,29000
3039,Cadillac,DeVille Base,1994,85000,–,–,A/T,None,Yes,7900
3040,Ford,Expedition EL XLT,2011,195500,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,None,Yes,8999
3041,Chevrolet,Monte Carlo SS,2000,74000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,None,Yes,4700
3042,RAM,1500 Big Horn,2015,140500,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,14000
3043,Jeep,Commander Base,2006,212500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,6500
3044,Lexus,IS-F Base,2010,77400,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,34500
3045,Ford,Utility Police Interceptor Base,2017,118000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,15000
3046,Porsche,Carrera GT Base,2005,4400,Gasoline,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,None,Yes,1599000
3047,Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,24500
3048,Tesla,Model Y Performance,2020,39000,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,None,Yes,43000
3049,Chevrolet,Avalanche 1500 LS,2005,130000,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,None,Yes,7200
3050,Ford,F-150 Lariat,2021,33080,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,47850
3051,Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,None,Unknown,46479
3052,Jeep,Wrangler Sport,2016,41000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,None,Yes,25000
3053,Nissan,350Z Touring,2004,110897,Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Reported,Yes,11500
3054,Chevrolet,Corvette Z06,2016,49000,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,None,Yes,75000
3055,Pontiac,Solstice GXP,2007,47000,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,None,Yes,13300
3056,Hyundai,Sonata SE,2018,57690,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,15900
3057,Mercedes-Benz,SLS AMG Base,2012,17941,Gasoline,6.2L V8 32V MPFI DOHC,7-Speed Automatic with Auto-Shift,None,Yes,226000
3058,Lincoln,Navigator Reserve,2018,54000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Reported,Yes,46500
3059,Nissan,Maxima SL,2007,101600,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,6700
3060,Ford,Ranger XLT,2021,89000,Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,None,Yes,34000
3061,Tesla,Model 3 Long Range,2021,18000,Gasoline,Electric Motor Electric Fuel System,A/T,None,Yes,42500
3062,Jaguar,XE 35t Premium,2017,55000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,25000
3063,Lincoln,MKZ Reserve,2017,71964,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,18750
3064,Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,50000
3065,Ford,Fusion SE,2012,160000,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,None,Yes,4500
3066,Mercedes-Benz,E-Class E 350,2012,95816,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,12000
3067,Jeep,Wrangler Unlimited Sport,2014,132600,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Reported,Yes,17000
3068,Cadillac,DeVille Base,1994,47000,–,–,A/T,None,Yes,5990
3069,Jeep,Wrangler Sport,2010,149460,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,None,Yes,10700
3070,Jeep,Wrangler Sport,2011,109646,Gasoline,3.8L V6 12V MPFI OHV,4-Speed Automatic,None,Unknown,16998
3071,Acura,MDX 3.5L w/Technology Package,2019,90605,Gasoline,3.5 Liter,Automatic,None,Unknown,27698
3072,Volkswagen,Jetta 1.4T S,2019,59000,Gasoline,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,17000
3073,Chevrolet,Camaro Z28,2002,48000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,21999
3074,Chevrolet,Corvette Z06,2016,41500,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,None,Yes,66000
3075,Porsche,Cayman R,2012,54000,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,75000
3076,Porsche,Cayenne Base,2018,70455,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,45855
3077,Subaru,Crosstrek 2.0i Limited,2018,84054,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,None,Yes,21499
3078,BMW,750 Li,2007,114528,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,9000
3079,Jeep,Wrangler Sahara,2013,111850,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,26500
3080,GMC,Sierra 2500 AT4,2020,52673,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,None,Yes,69500
3081,BMW,X3 M AWD,2021,31500,Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,54500
3082,BMW,335 i,2011,73000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,16000
3083,Jeep,Wrangler Unlimited Sahara,2019,59692,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,35900
3084,Toyota,Corolla S Plus,2016,68364,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,16000
3085,Land,Rover Discovery HSE LUXURY,2017,47200,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,29000
3086,Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Reported,Yes,62000
3087,Ford,Fusion Hybrid Base,2012,158366,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Reported,Yes,8250
3088,BMW,X1 xDrive 28i,2017,49700,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,26000
3089,GMC,Terrain SLE,2010,81500,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,None,Yes,12250
3090,BMW,i3 120Ah w/Range Extender,2019,16975,Gasoline,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,None,Yes,26990
3091,Porsche,911 GT3,2018,5989,Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",None,Unknown,209000
3092,Ford,Mustang SVT Cobra,2003,16100,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,None,Yes,35500
3093,Land,Rover Range Rover Supercharged LWB,2020,54225,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,67500
3094,RAM,2500 Big Horn,2016,89500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,None,Yes,35000
3095,Ford,E250 Cargo,2013,87501,E85 Flex Fuel,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Reported,Yes,17777
3096,MINI,Countryman Cooper S ALL4,2018,12370,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,28900
3097,RAM,1500 Classic Tradesman,2019,12466,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,28995
3098,Volvo,C70 T5,2011,199000,Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Reported,Yes,5500
3099,Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,Gasoline,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Reported,Yes,22999
3100,Toyota,Camry Hybrid XLE,2018,22000,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,None,Yes,29500
3101,GMC,Acadia SLE-2,2016,100795,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Reported,Yes,12995
3102,Chevrolet,Impala 1LT,2019,99941,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,None,Yes,17816
3103,Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Unknown,Unknown,38633
3104,Jeep,Liberty Sport,2003,103000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,5200
3105,Jaguar,XF Luxury,2009,91491,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,None,Yes,7000
3106,Honda,Civic Sport,2020,23131,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,Reported,Unknown,23739
3107,Subaru,Outback 2.5i Premium,2019,77000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Reported,Yes,18749
3108,Land,Rover Range Rover Sport HSE Dynamic,2019,20500,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,None,Yes,76000
3109,Tesla,Model Y Long Range,2022,500,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,None,Yes,45900
3110,Lexus,ES 350 Base,2019,49810,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Reported,Yes,33900
3111,Honda,CR-V Touring,2022,20229,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,None,Unknown,36727
3112,Alfa,Romeo Giulia Quadrifoglio,2021,10558,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,75000
3113,BMW,330 i,2005,59300,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,None,Yes,30900
3114,Maybach,Type 57 Base,2004,34254,Gasoline,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,None,Yes,64250
3115,Lexus,ES 250 Base,2021,24364,Gasoline,2.5 Liter,Automatic,None,Unknown,37998
3116,Mercedes-Benz,Sprinter 2500,2016,139200,Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,Reported,Yes,22000
3117,Mercedes-Benz,E-Class E 350,2012,82046,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,None,Yes,13999
3118,Dodge,Dakota Sport,1997,285000,Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,None,Yes,6399
3119,RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Reported,Unknown,25307
3120,Mazda,CX-9 Touring,2016,127131,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Reported,Yes,16770
3121,Porsche,911 Turbo S,2019,31000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,None,Yes,179900
3122,BMW,X3 xDrive30i,2021,27000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,None,Yes,38400
3123,Jeep,Grand Cherokee Limited,2015,93400,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,None,Yes,18900
3124,BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Reported,Yes,71200
